FirstSurvey,Surveyno,WVDNRID,Date,JulianDay,Year,County,Scout,Land,Hours,PublicPrivate,Gobbling,Gcalled,GSeen,JSeen,GKilled,GCrip,GMissed,Intensity,HHeard,HSeen,HCalled,UnknownTK,Deer,Squirrels,Bear,Fox,Bobcats,RGFlushed,RGDrum,Coyotes,TKWinKill,DRWinKill,Temp,Precip,Wind,Cloud,Woods,Batch,Region,District,StartDate,WOS
0,,,,0,2020,Ohio,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,5,0,,0
0,,,,0,2020,Nicholas,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3,0,,0
0,,,,0,2020,Morgan,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,1,0,,0
0,,,,0,2020,Monroe,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3,0,,0
0,,,,0,2020,Monongalia,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,4,0,,0
0,,,,0,2020,Mingo,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3,0,,0
0,,,,0,2020,Mineral,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,1,0,,0
0,,,,0,2020,Mercer,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3,0,,0
0,,,,0,2020,Mason,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,6,0,,0
0,,,,0,2020,Marshall,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,5,0,,0
0,,,,0,2020,Marion,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,4,0,,0
0,,,,0,2020,McDowell,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3,0,,0
0,,,,0,2020,Logan,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3,0,,0
0,,,,0,2020,Lincoln,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,6,0,,0
0,,,,0,2020,Lewis,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,4,0,,0
0,,,,0,2020,Kanawha,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3,0,,0
0,,,,0,2020,Jefferson,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,1,0,,0
0,,,,0,2020,Jackson,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,6,0,,0
0,,,,0,2020,Harrison,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,4,0,,0
0,,,,0,2020,Hardy,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,1,0,,0
0,,,,0,2020,Hancock,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,5,0,,0
0,,,,0,2020,Hampshire,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,1,0,,0
0,,,,0,2020,Greenbrier,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,2,0,,0
0,,,,0,2020,Grant,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,1,0,,0
0,,,,0,2020,Gilmer,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,5,0,,0
0,,,,0,2020,Fayette,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3,0,,0
0,,,,0,2020,Doddridge,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,5,0,,0
0,,,,0,2020,Clay,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3,0,,0
0,,,,0,2020,Calhoun,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,5,0,,0
0,,,,0,2020,Cabell,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,6,0,,0
0,,,,0,2020,Brooke,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,5,0,,0
0,,,,0,2020,Braxton,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,4,0,,0
0,,,,0,2020,Boone,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3,0,,0
0,,,,0,2020,Berkeley,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,1,0,,0
0,,,,0,2020,Barbour,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,4,0,,0
0,200674, 113316,4/25/2020,115,2020,Nicholas,0,0,3,,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,GH20J219,3,3,4/20/2020,1
0,200674, 113316,4/24/2020,114,2020,Nicholas,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,GH20J219,3,3,4/20/2020,1
0,200674, 113316,4/23/2020,113,2020,Nicholas,0,0,2,,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,4,3,0,0,GH20J219,3,3,4/20/2020,1
0,200674, 113316,4/22/2020,112,2020,Nicholas,0,0,4,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,3,0,0,GH20J219,3,3,4/20/2020,1
0,200674, 113316,4/21/2020,111,2020,Nicholas,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,3,3,5,0,0,GH20J219,3,3,4/20/2020,1
1,200674, 113316,4/20/2020,110,2020,Nicholas,0,0,3,,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,1,3,0,0,GH20J219,3,3,4/20/2020,1
0,200673,,5/2/2020,122,2020,Wirt,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,1,2,0,0,GH20J219,5,6,4/20/2020,2
0,200673,,5/1/2020,121,2020,Wirt,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,3,2,0,0,GH20J219,5,6,4/20/2020,2
0,200673,,4/30/2020,120,2020,Wirt,0,0,7,,0,0,0,0,0,0,0,0,0,3,0,3,2,10,0,0,0,0,0,0,0,0,3,4,2,0,0,GH20J219,5,6,4/20/2020,2
1,200673,,4/29/2020,119,2020,Wirt,0,0,7,,1,0,0,0,0,0,0,1,1,0,0,0,1,10,0,0,0,0,0,0,0,0,3,1,2,0,0,GH20J219,5,6,4/20/2020,2
0,200672,,5/13/2020,133,2020,Wayne,0,0,7,,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,GH20J219,6,5,4/20/2020,4
0,200672,,5/6/2020,126,2020,Wayne,0,0,7,,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,1,0,0,GH20J219,6,5,4/20/2020,3
0,200672,,5/3/2020,123,2020,Wayne,0,0,7,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,GH20J219,6,5,4/20/2020,2
0,200672,,4/29/2020,119,2020,Wayne,0,0,7,,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,3,1,2,0,0,GH20J219,6,5,4/20/2020,2
1,200672,,4/22/2020,112,2020,Braxton,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,3,1,1,0,0,GH20J219,4,3,4/20/2020,1
0,200671,,4/28/2020,118,2020,Monongalia,0,0,2,,1,1,1,0,1,0,0,2,1,1,1,0,7,3,0,0,0,0,0,0,0,0,3,1,1,0,0,GH20J219,4,1,4/20/2020,2
0,200671,,4/24/2020,114,2020,Monongalia,0,0,4,,3,1,1,2,0,0,1,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0,3,2,1,0,0,GH20J219,4,1,4/20/2020,1
1,200671,,4/23/2020,113,2020,Monongalia,0,0,2,,2,2,2,0,1,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,2,3,3,1,0,0,GH20J219,4,1,4/20/2020,1
0,200669,,5/8/2020,128,2020,Tyler,0,0,4,,6,1,2,1,0,0,1,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,GH20J219,5,6,4/20/2020,3
0,200669,,5/7/2020,127,2020,Tyler,0,0,4,,2,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,4,0,0,GH20J219,5,6,4/20/2020,3
0,200669,,5/6/2020,126,2020,Tyler,0,0,4,,3,0,0,0,0,0,0,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,3,1,4,0,0,GH20J219,5,6,4/20/2020,3
0,200669,,4/29/2020,119,2020,Tyler,0,0,4,,3,0,0,0,0,0,0,,0,2,0,0,4,0,0,0,0,0,0,0,0,0,3,3,4,0,0,GH20J219,5,6,4/20/2020,2
1,200669,,4/28/2020,118,2020,Tyler,0,0,4,,2,0,0,0,0,0,0,,0,2,0,6,2,0,0,0,0,0,0,0,0,0,3,4,4,0,0,GH20J219,5,6,4/20/2020,2
0,200668,,5/8/2020,128,2020,Kanawha,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,GH20J219,3,5,4/20/2020,3
0,200668,,5/6/2020,126,2020,Kanawha,0,0,2,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,GH20J219,3,5,4/20/2020,3
0,200668,,5/4/2020,124,2020,Ritchie,0,0,3,,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,GH20J219,5,6,4/20/2020,3
0,200668,,5/3/2020,123,2020,Wirt,0,0,2,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,GH20J219,5,6,4/20/2020,2
0,200668,,4/27/2020,117,2020,Kanawha,0,0,2,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,GH20J219,3,5,4/20/2020,2
0,200668,,4/25/2020,115,2020,Kanawha,0,0,2,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,GH20J219,3,5,4/20/2020,1
0,200668,,4/22/2020,112,2020,Braxton,0,0,3,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,GH20J219,4,3,4/20/2020,1
1,200668,,4/20/2020,110,2020,Kanawha,0,0,2,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,GH20J219,3,5,4/20/2020,1
0,200667,,5/9/2020,129,2020,Jackson,0,0,4,,2,2,1,1,1,0,0,5,2,0,0,3,2,0,0,0,0,0,0,0,0,0,3,2,5,0,0,GH20J219,6,6,4/20/2020,3
0,200667,,5/8/2020,128,2020,Kanawha,0,0,2,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,GH20J219,3,5,4/20/2020,3
0,200667,,4/26/2020,116,2020,Jackson,0,0,2.5,,2,0,0,0,0,0,0,1,0,0,0,0,4,6,0,0,0,0,0,0,0,0,2,3,3,0,0,GH20J219,6,6,4/20/2020,1
0,200667,,4/25/2020,115,2020,Jackson,0,0,3,,4,1,0,1,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,2,4,0,0,GH20J219,6,6,4/20/2020,1
0,200667,,4/24/2020,114,2020,Kanawha,0,0,3,,1,0,1,0,0,0,0,0,0,1,0,0,5,6,0,0,0,0,0,0,0,0,2,3,4,0,0,GH20J219,3,5,4/20/2020,1
0,200667,,4/23/2020,113,2020,Kanawha,0,0,3,,5,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,GH20J219,3,5,4/20/2020,1
0,200667,,4/22/2020,112,2020,Kanawha,0,0,6,,1,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,1,3,0,0,GH20J219,3,5,4/20/2020,1
0,200667,,4/21/2020,111,2020,Kanawha,0,0,5,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,GH20J219,3,5,4/20/2020,1
1,200667,,4/20/2020,110,2020,Kanawha,0,0,4,,3,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,5,0,0,GH20J219,3,5,4/20/2020,1
0,200666,,5/6/2020,126,2020,Randolph,0,0,5,,1,0,0,0,0,0,0,5,0,0,0,0,5,1,0,0,0,0,1,0,0,0,4,0,0,0,0,GH20J219,2,3,4/20/2020,3
0,200666,,5/4/2020,124,2020,Randolph,0,0,4,,1,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,1,0,0,0,4,6,0,0,0,GH20J219,2,3,4/20/2020,3
0,200666,,5/3/2020,123,2020,Randolph,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,GH20J219,2,3,4/20/2020,2
0,200666,,5/2/2020,122,2020,Randolph,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,GH20J219,2,3,4/20/2020,2
0,200666,,5/1/2020,121,2020,Randolph,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,GH20J219,2,3,4/20/2020,2
0,200666,,4/30/2020,120,2020,Randolph,0,0,3,,1,0,3,0,0,0,0,3,0,2,0,3,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,GH20J219,2,3,4/20/2020,2
0,200666,,4/29/2020,119,2020,Randolph,0,0,5,,1,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,1,0,0,0,2,1,0,0,0,GH20J219,2,3,4/20/2020,2
0,200666,,4/27/2020,117,2020,Randolph,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,GH20J219,2,3,4/20/2020,2
0,200666,,4/25/2020,115,2020,Randolph,0,0,6,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,GH20J219,2,3,4/20/2020,1
0,200666,,4/24/2020,114,2020,Randolph,0,0,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GH20J219,2,3,4/20/2020,1
0,200666,,4/23/2020,113,2020,Randolph,0,0,4,,2,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,GH20J219,2,3,4/20/2020,1
0,200666,,4/22/2020,112,2020,Randolph,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,1,0,0,0,GH20J219,2,3,4/20/2020,1
0,200666,,4/21/2020,111,2020,Randolph,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,GH20J219,2,3,4/20/2020,1
0,200666,,4/20/2020,110,2020,Randolph,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,GH20J219,2,3,4/20/2020,1
1,200666,,4/18/2020,108,2020,Randolph,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,3,1,0,0,0,GH20J219,2,3,4/20/2020,0
0,200665,  65383,5/1/2020,121,2020,Putnam,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,4,0,0,GH20J219,6,5,4/20/2020,2
0,200665,  65383,4/27/2020,117,2020,Putnam,0,0,5,,0,0,0,0,0,0,0,5,0,0,0,0,8,1,0,0,0,0,0,0,0,0,4,3,4,0,0,GH20J219,6,5,4/20/2020,2
0,200665,  65383,4/25/2020,115,2020,Putnam,0,0,5,,0,0,1,0,0,0,0,2,4,1,0,2,5,0,0,0,0,0,0,1,0,0,3,2,4,0,0,GH20J219,6,5,4/20/2020,1
0,200665,  65383,4/24/2020,114,2020,Putnam,0,0,5,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,GH20J219,6,5,4/20/2020,1
0,200665,  65383,4/22/2020,112,2020,Putnam,0,0,5,,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,4,4,5,0,0,GH20J219,6,5,4/20/2020,1
0,200665,  65383,4/21/2020,111,2020,Putnam,0,0,5,,0,0,0,1,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,GH20J219,6,5,4/20/2020,1
1,200665,  65383,4/20/2020,110,2020,Putnam,0,0,5,,0,1,1,1,0,0,1,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,GH20J219,6,5,4/20/2020,1
0,200664,  33518,5/15/2020,135,2020,Summers,0,0,1,,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,GH20J219,3,4,4/20/2020,4
0,200664,  33518,5/14/2020,134,2020,Summers,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,3,4,0,0,GH20J219,3,4,4/20/2020,4
0,200664,  33518,5/13/2020,133,2020,Summers,0,0,3.5,,2,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,5,0,0,GH20J219,3,4,4/20/2020,4
0,200664,  33518,5/11/2020,131,2020,Summers,0,0,1.5,,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,GH20J219,3,4,4/20/2020,4
0,200664,  33518,5/8/2020,128,2020,Summers,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,4,0,0,GH20J219,3,4,4/20/2020,3
0,200664,  33518,5/4/2020,124,2020,Pendleton,0,0,7,,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,5,0,0,GH20J219,1,2,4/20/2020,3
0,200664,  33518,5/3/2020,123,2020,Pendleton,0,0,3,,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,5,0,0,GH20J219,1,2,4/20/2020,2
0,200664,  33518,5/2/2020,122,2020,Pendleton,0,0,4.5,,1,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,5,0,0,GH20J219,1,2,4/20/2020,2
0,200664,  33518,5/1/2020,121,2020,Pendleton,0,0,7,,3,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,GH20J219,1,2,4/20/2020,2
0,200664,  33518,4/29/2020,119,2020,Pendleton,0,0,5.5,,1,1,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,5,0,0,GH20J219,1,2,4/20/2020,2
0,200664,  33518,4/23/2020,113,2020,Jackson,0,0,3,,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,GH20J219,6,6,4/20/2020,1
0,200664,  33518,4/22/2020,112,2020,Jackson,0,0,7,,3,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,5,0,0,GH20J219,6,6,4/20/2020,1
0,200664,  33518,4/21/2020,111,2020,Jackson,0,0,5,,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,5,0,0,GH20J219,6,6,4/20/2020,1
1,200664,  33518,4/20/2020,110,2020,Jackson,0,0,2.25,,5,2,2,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,GH20J219,6,6,4/20/2020,1
0,200663,,5/3/2020,123,2020,Mercer,0,0,4,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,GH20J219,3,4,4/20/2020,2
0,200663,,4/25/2020,115,2020,Mercer,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,GH20J219,3,4,4/20/2020,1
0,200663,,4/19/2020,109,2020,Wyoming,0,0,5,,2,0,0,0,0,0,0,5,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4,1,3,0,0,GH20J219,3,4,4/20/2020,0
1,200663,,4/18/2020,108,2020,Mercer,0,0,4,,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,3,0,0,GH20J219,3,4,4/20/2020,0
0,200662,  38247,5/15/2020,135,2020,McDowell,0,0,4,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,GH20J219,3,4,4/20/2020,4
0,200662,  38247,5/14/2020,134,2020,McDowell,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,1,0,0,GH20J219,3,4,4/20/2020,4
0,200662,  38247,5/13/2020,133,2020,McDowell,0,0,4,,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,1,0,0,GH20J219,3,4,4/20/2020,4
0,200662,  38247,5/8/2020,128,2020,McDowell,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,1,0,0,GH20J219,3,4,4/20/2020,3
0,200662,  38247,5/6/2020,126,2020,McDowell,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,4,1,0,0,GH20J219,3,4,4/20/2020,3
0,200662,  38247,5/4/2020,124,2020,McDowell,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,2,0,0,GH20J219,3,4,4/20/2020,3
0,200662,  38247,5/2/2020,122,2020,McDowell,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,2,0,0,GH20J219,3,4,4/20/2020,2
